iter	Passed	Remaining
1668	78110	15491
1669	78154	15443
1670	78195	15395
1671	78233	15347
1672	78283	15301
1673	78330	15254
1674	78379	15207
1675	78422	15160
1676	78471	15114
1677	78514	15066
1678	78567	15020
1679	78612	14973
1680	78659	14927
1681	78708	14880
1682	78749	14832
1683	78793	14785
1684	78843	14739
1685	78894	14693
1686	78944	14647
1687	78996	14601
1688	79046	14554
1689	79084	14506
1690	79139	14461
1691	79179	14413
1692	79221	14365
1693	79265	14318
1694	79312	14271
1695	79363	14225
1696	79406	14178
1697	79449	14130
1698	79499	14084
1699	79560	14040
1700	79603	13992
1701	79636	13943
1702	79685	13896
1703	79727	13849
1704	79773	13802
1705	79813	13754
1706	79857	13707
1707	79903	13660
1708	79944	13612
1709	79990	13565
1710	80035	13518
1711	80077	13470
1712	80111	13422
1713	80154	13374
1714	80212	13329
1715	80256	13282
1716	80289	13233
1717	80336	13186
1718	80378	13139
1719	80437	13094
1720	80477	13046
1721	80517	12998
1722	80559	12951
1723	80603	12904
1724	80650	12857
1725	80698	12810
1726	80739	12763
1727	80783	12715
1728	80827	12668
1729	80876	12622
1730	80923	12575
1731	80968	12528
1732	81015	12481
1733	81072	12436
1734	81130	12391
1735	81180	12345
1736	81219	12297
1737	81264	12250
1738	81312	12203
1739	81358	12156
1740	81402	12109
1741	81444	12062
1742	81481	12014
1743	81534	11968
1744	81579	11921
1745	81620	11873
1746	81669	11827
1747	81728	11782
1748	81773	11735
1749	81817	11688
1750	81868	11642
1751	81908	11594
1752	81952	11547
1753	82009	11501
1754	82054	11454
1755	82102	11408
1756	82157	11362
1757	82207	11316
1758	82257	11270
1759	82297	11222
1760	82345	11175
1761	82384	11127
1762	82439	11082
1763	82482	11035
1764	82524	10987
1765	82569	10940
1766	82617	10894
1767	82654	10846
1768	82706	10800
1769	82754	10753
1770	82796	10706
1771	82842	10659
1772	82890	10612
1773	82936	10565
1774	82982	10518
1775	83030	10472
1776	83081	10426
1777	83118	10378
1778	83166	10331
1779	83215	10285
1780	83255	10237
1781	83295	10189
1782	83345	10143
1783	83389	10096
1784	83435	10049
1785	83472	10001
1786	83523	9955
1787	83572	9909
1788	83615	9861
1789	83663	9815
1790	83706	9768
1791	83766	9722
1792	83809	9675
1793	83873	9630
1794	83915	9583
1795	83958	9536
1796	84006	9489
1797	84065	9444
1798	84107	9397
1799	84151	9350
1800	84194	9302
1801	84236	9255
1802	84291	9209
1803	84336	9162
1804	84389	9116
1805	84443	9070
1806	84496	9024
1807	84538	8977
1808	84587	8930
1809	84622	8883
1810	84670	8836
1811	84721	8790
1812	84764	8742
1813	84815	8696
1814	84860	8649
1815	84902	8602
1816	84941	8554
1817	84978	8507
1818	85028	8460
1819	85080	8414
1820	85143	8369
1821	85186	8322
1822	85238	8275
1823	85279	8228
1824	85327	8182
1825	85377	8135
1826	85417	8088
1827	85467	8041
1828	85512	7994
1829	85553	7947
1830	85601	7900
1831	85647	7854
1832	85689	7806
1833	85730	7759
1834	85781	7713
1835	85823	7666
1836	85862	7618
1837	85906	7571
1838	85949	7524
1839	86009	7479
1840	86053	7432
1841	86111	7386
1842	86154	7339
1843	86191	7291
1844	86241	7245
1845	86283	7198
1846	86335	7151
1847	86380	7104
1848	86416	7057
1849	86463	7010
1850	86527	6965
1851	86573	6918
1852	86624	6871
1853	86670	6825
1854	86719	6778
1855	86759	6731
1856	86810	6684
1857	86857	6638
1858	86902	6591
1859	86944	6544
1860	86989	6497
1861	87037	6450
1862	87078	6403
1863	87125	6356
1864	87176	6310
1865	87215	6263
1866	87257	6215
1867	87300	6168
1868	87342	6121
1869	87390	6075
1870	87437	6028
1871	87485	5981
1872	87529	5935
1873	87576	5888
1874	87618	5841
1875	87667	5794
1876	87717	5748
1877	87768	5701
1878	87813	5654
1879	87860	5608
1880	87904	5561
1881	87951	5514
1882	87999	5467
1883	88048	5421
1884	88085	5373
1885	88125	5326
1886	88169	5279
1887	88214	5233
1888	88265	5186
1889	88302	5139
1890	88352	5092
1891	88400	5046
1892	88452	4999
1893	88503	4953
1894	88549	4906
1895	88592	4859
1896	88631	4812
1897	88676	4765
1898	88725	4718
1899	88778	4672
1900	88823	4625
1901	88864	4578
1902	88907	4531
1903	88957	4485
1904	89026	4439
1905	89076	4393
1906	89127	4346
1907	89182	4300
1908	89228	4253
1909	89280	4206
1910	89334	4160
1911	89374	4113
1912	89416	4066
1913	89462	4019
1914	89507	3972
1915	89550	3926
1916	89591	3879
1917	89639	3832
1918	89677	3785
1919	89715	3738
1920	89765	3691
1921	89809	3644
1922	89856	3597
1923	89900	3551
1924	89950	3504
1925	90000	3457
1926	90048	3411
1927	90090	3364
1928	90139	3317
1929	90188	3271
1930	90237	3224
1931	90289	3177
1932	90337	3131
1933	90384	3084
1934	90437	3037
1935	90477	2990
1936	90521	2944
1937	90559	2897
1938	90597	2850
1939	90649	2803
1940	90685	2756
1941	90723	2709
1942	90758	2662
1943	90799	2615
1944	90836	2568
1945	90875	2521
1946	90908	2474
1947	90941	2427
1948	90975	2380
1949	91016	2333
1950	91051	2286
1951	91084	2239
1952	91120	2192
1953	91155	2145
1954	91189	2098
1955	91231	2052
1956	91268	2005
1957	91303	1958
1958	91343	1911
1959	91384	1864
1960	91421	1818
1961	91455	1771
1962	91487	1724
1963	91516	1677
1964	91553	1630
1965	91586	1583
1966	91621	1537
1967	91653	1490
1968	91681	1443
1969	91704	1396
1970	91732	1349
1971	91759	1302
1972	91784	1256
1973	91813	1209
1974	91837	1162
1975	91867	1115
1976	91887	1069
1977	91913	1022
1978	91935	975
1979	91958	928
1980	91979	882
1981	91996	835
1982	92014	788
1983	92036	742
1984	92060	695
1985	92092	649
1986	92110	602
1987	92128	556
1988	92145	509
1989	92167	463
1990	92189	416
1991	92207	370
1992	92222	323
1993	92238	277
1994	92253	231
1995	92267	184
1996	92282	138
1997	92298	92
1998	92312	46
1999	92326	0
